Date,IntZone,IntZoneName,CA,CAName,Positive7Day,Population
20210630,S02001326,Banff,S12000034,Aberdeenshire,6,4100
20210630,S02001327,Macduff,S12000034,Aberdeenshire,4,3838
20210630,S02001328,Gardenstown and King Edward,S12000034,Aberdeenshire,6,3143
20210630,S02001329,New Pitsligo,S12000034,Aberdeenshire,,2942
20210630,S02001330,Deer and Mormond,S12000034,Aberdeenshire,7,5068
20210630,S02001331,Mintlaw,S12000034,Aberdeenshire,4,2568
20210630,S02001332,Auchnagatt,S12000034,Aberdeenshire,4,3139
20210630,S02001333,Cruden,S12000034,Aberdeenshire,,4402
20210630,S02001334,Peterhead Links,S12000034,Aberdeenshire,3,4481
20210630,S02001335,Peterhead Bay,S12000034,Aberdeenshire,,2440
20210630,S02001336,Peterhead Harbour,S12000034,Aberdeenshire,,6002
20210630,S02001337,Peterhead Ugieside,S12000034,Aberdeenshire,7,4173
20210630,S02001338,Longside and Rattray,S12000034,Aberdeenshire,10,7626
20210630,S02001339,Rosehearty and Strathbeg,S12000034,Aberdeenshire,27,6269
20210630,S02001340,Fraserburgh Smiddyhill,S12000034,Aberdeenshire,8,4068
20210630,S02001341,Fraserburgh Lochpots,S12000034,Aberdeenshire,,2261
20210630,S02001342,Fraserburgh Central-Academy,S12000034,Aberdeenshire,9,2590
20210630,S02001343,Fraserburgh Harbour and Broadsea,S12000034,Aberdeenshire,5,3429
20210630,S02001344,South Angus,S12000041,Angus,48,5502
20210630,S02001345,Monikie,S12000041,Angus,42,6478
20210630,S02001346,Monifieth West,S12000041,Angus,17,2777
20210630,S02001347,Monifieth East,S12000041,Angus,32,4999
20210630,S02001348,Carnoustie West,S12000041,Angus,33,5334
20210630,S02001349,Carnoustie East,S12000041,Angus,28,5341
20210630,S02001350,Arbroath Landward,S12000041,Angus,12,3152
20210630,S02001351,Arbroath Kirkton,S12000041,Angus,27,5315
20210630,S02001352,Arbroath Keptie,S12000041,Angus,24,3616
20210630,S02001353,Arbroath Harbour,S12000041,Angus,27,4668
20210630,S02001354,Arbroath Cliffburn,S12000041,Angus,34,5056
20210630,S02001355,Arbroath Warddykes,S12000041,Angus,34,4538
20210630,S02001356,Lunan,S12000041,Angus,8,2882
20210630,S02001357,Montrose South,S12000041,Angus,14,5520
20210630,S02001358,Montrose North,S12000041,Angus,17,4660
20210630,S02001359,Hillside,S12000041,Angus,16,3782
20210630,S02001360,Friockheim,S12000041,Angus,13,3547
20210630,S02001361,Brechin East,S12000041,Angus,9,3401
20210630,S02001362,Brechin West,S12000041,Angus,8,3831
20210630,S02001363,Letham and Glamis,S12000041,Angus,8,5394
20210630,S02001364,Forfar East,S12000041,Angus,8,4471
20210630,S02001365,Forfar Central,S12000041,Angus,9,4796
20210630,S02001366,Forfar West,S12000041,Angus,13,4838
20210630,S02001367,Kirriemuir Landward,S12000041,Angus,12,2833
20210630,S02001368,Kirriemuir,S12000041,Angus,26,5964
20210630,S02001369,Angus Glens,S12000041,Angus,7,3505
20210630,S02001370,"Mull, Iona, Coll and Tiree",S12000035,Argyll and Bute,,3797
20210630,S02001371,Oban South,S12000035,Argyll and Bute,16,5703
20210630,S02001372,Oban North,S12000035,Argyll and Bute,9,2596
20210630,S02001373,Benderloch Trail,S12000035,Argyll and Bute,9,5576
20210630,S02001374,Loch Awe,S12000035,Argyll and Bute,3,2222
20210630,S02001375,Mid Argyll,S12000035,Argyll and Bute,,3084
20210630,S02001376,Greater Lochgilphead,S12000035,Argyll and Bute,,3657
20210630,S02001377,Knapdale,S12000035,Argyll and Bute,,2417
20210630,S02001378,Whisky Isles,S12000035,Argyll and Bute,5,3367
20210630,S02001379,Kintyre Trail,S12000035,Argyll and Bute,3,2830
20210630,S02001380,Campbeltown,S12000035,Argyll and Bute,,4556
20210630,S02001381,Bute,S12000035,Argyll and Bute,,2463
20210630,S02001382,Rothesay Town,S12000035,Argyll and Bute,,3605
20210630,S02001383,Cowal South,S12000035,Argyll and Bute,4,2598
20210630,S02001384,Cowal North,S12000035,Argyll and Bute,8,3098
20210630,S02001385,Hunter's Quay,S12000035,Argyll and Bute,25,5054
20210630,S02001386,Dunoon,S12000035,Argyll and Bute,33,4313
20210630,S02001387,Garelochhead,S12000035,Argyll and Bute,15,6677
20210630,S02001388,Helensburgh West and Rhu,S12000035,Argyll and Bute,9,4266
20210630,S02001389,Helensburgh North,S12000035,Argyll and Bute,17,4214
20210630,S02001390,Helensburgh Centre,S12000035,Argyll and Bute,3,2923
20210630,S02001391,Helensburgh East,S12000035,Argyll and Bute,23,3888
20210630,S02001392,Lomond Shore,S12000035,Argyll and Bute,7,2966
20210630,S02001393,Tullibody South,S12000005,Clackmannanshire,17,4235
20210630,S02001394,Tullibody North and Glenochil,S12000005,Clackmannanshire,14,5474
20210630,S02001395,Menstrie,S12000005,Clackmannanshire,7,2897
20210630,S02001396,Alva,S12000005,Clackmannanshire,12,4637
20210630,S02001397,"Fishcross, Devon Village and Coalsnaughton",S12000005,Clackmannanshire,15,2321
20210630,S02001398,Tillicoultry,S12000005,Clackmannanshire,10,4656
20210630,S02001399,Dollar and Muckhart,S12000005,Clackmannanshire,3,3584
20210630,S02001400,"Clackmannan, Kennet and Forestmill",S12000005,Clackmannanshire,7,5065
20210630,S02001401,Sauchie,S12000005,Clackmannanshire,20,5163
20210630,S02001402,Alloa South and East,S12000005,Clackmannanshire,14,4441
20210630,S02001403,Alloa North,S12000005,Clackmannanshire,20,5689
20210630,S02001404,Alloa West,S12000005,Clackmannanshire,9,3378
20210630,S02001405,Stranraer West,S12000006,Dumfries and Galloway,3,3748
20210630,S02001406,Stranraer East,S12000006,Dumfries and Galloway,3,2581
20210630,S02001407,Stranraer South,S12000006,Dumfries and Galloway,,3388
20210630,S02001408,Rhins North,S12000006,Dumfries and Galloway,3,3589
20210630,S02001409,Rhins South,S12000006,Dumfries and Galloway,,2148
20210630,S02001410,Machars North,S12000006,Dumfries and Galloway,5,2523
20210630,S02001411,Machars South,S12000006,Dumfries and Galloway,,4910
20210630,S02001412,Newton Stewart,S12000006,Dumfries and Galloway,14,5442
20210630,S02001413,Gatehouse,S12000006,Dumfries and Galloway,13,3550
20210630,S02001414,Kirkcudbright,S12000006,Dumfries and Galloway,9,5304
20210630,S02001415,Castle Douglas,S12000006,Dumfries and Galloway,7,4828
20210630,S02001416,Dalbeattie,S12000006,Dumfries and Galloway,5,4172
20210630,S02001417,Dalbeattie Rural,S12000006,Dumfries and Galloway,3,2415
20210630,S02001418,Glenkens,S12000006,Dumfries and Galloway,,3754
20210630,S02001419,Upper Nithsdale,S12000006,Dumfries and Galloway,7,4607
20210630,S02001420,Thornhill,S12000006,Dumfries and Galloway,,4053
20210630,S02001421,Mid Nithsdale,S12000006,Dumfries and Galloway,3,4526
20210630,S02001422,Shawhead,S12000006,Dumfries and Galloway,4,3529
20210630,S02001423,Lochside and Lincluden,S12000006,Dumfries and Galloway,6,5618
20210630,S02001424,Summerville,S12000006,Dumfries and Galloway,9,4594
20210630,S02001425,Troqueer,S12000006,Dumfries and Galloway,,3519
20210630,S02001426,New Abbey,S12000006,Dumfries and Galloway,4,3344
20210630,S02001427,Kingholm,S12000006,Dumfries and Galloway,8,3096
20210630,S02001428,Calside,S12000006,Dumfries and Galloway,,2705
20210630,S02001429,Georgetown,S12000006,Dumfries and Galloway,3,2738
20210630,S02001430,Dumfries Central,S12000006,Dumfries and Galloway,11,3387
20210630,S02001431,Nunholm,S12000006,Dumfries and Galloway,7,3358
20210630,S02001432,Locharbriggs,S12000006,Dumfries and Galloway,,2934
20210630,S02001433,Heathhall,S12000006,Dumfries and Galloway,,2804
20210630,S02001434,Collin,S12000006,Dumfries and Galloway,4,3919
20210630,S02001435,Lochmaben,S12000006,Dumfries and Galloway,,3379
20210630,S02001436,Lockerbie,S12000006,Dumfries and Galloway,4,4966
20210630,S02001437,Moffat,S12000006,Dumfries and Galloway,16,3718
20210630,S02001438,Langholm and Eskdale,S12000006,Dumfries and Galloway,22,3742
20210630,S02001439,Annandale East,S12000006,Dumfries and Galloway,,3947
20210630,S02001440,Annandale West,S12000006,Dumfries and Galloway,3,2499
20210630,S02001441,Annan West,S12000006,Dumfries and Galloway,,3065
20210630,S02001442,Annan East,S12000006,Dumfries and Galloway,5,5537
20210630,S02001443,Eastriggs,S12000006,Dumfries and Galloway,10,2869
20210630,S02001444,Gretna,S12000006,Dumfries and Galloway,,4055
20210630,S02001445,Westend,S12000042,Dundee City,30,5729
20210630,S02001446,Perth Road,S12000042,Dundee City,42,7637
20210630,S02001447,Logie and Blackness,S12000042,Dundee City,29,5633
20210630,S02001448,City Centre,S12000042,Dundee City,32,4918
20210630,S02001449,Docks and Wellgate,S12000042,Dundee City,42,5486
20210630,S02001450,Hilltown,S12000042,Dundee City,53,4739
20210630,S02001451,The Glens,S12000042,Dundee City,33,4833
20210630,S02001452,Stobswell,S12000042,Dundee City,58,5807
20210630,S02001453,Baxter Park,S12000042,Dundee City,32,3218
20210630,S02001454,Craigie and  Craigiebank,S12000042,Dundee City,30,4306
20210630,S02001455,Douglas West,S12000042,Dundee City,55,4418
20210630,S02001456,West Ferry,S12000042,Dundee City,13,3121
20210630,S02001457,Douglas East,S12000042,Dundee City,22,2763
20210630,S02001458,Broughty Ferry West,S12000042,Dundee City,36,5130
20210630,S02001459,Broughty Ferry East,S12000042,Dundee City,37,3712
20210630,S02001460,Barnhill,S12000042,Dundee City,25,4433
20210630,S02001461,West Pitkerro,S12000042,Dundee City,61,6571
20210630,S02001462,Whitfield,S12000042,Dundee City,104,6098
20210630,S02001463,Fintry,S12000042,Dundee City,82,6420
20210630,S02001464,Linlathen and Midcraigie,S12000042,Dundee City,54,5295
20210630,S02001465,Caird Park,S12000042,Dundee City,32,3285
20210630,S02001466,Kirkton,S12000042,Dundee City,28,4080
20210630,S02001467,Downfield,S12000042,Dundee City,43,4838
20210630,S02001468,Fairmuir,S12000042,Dundee City,36,3686
20210630,S02001469,Law,S12000042,Dundee City,25,4723
20210630,S02001470,Balgay,S12000042,Dundee City,40,3796
20210630,S02001471,Menzieshill,S12000042,Dundee City,44,4457
20210630,S02001472,Charleston,S12000042,Dundee City,26,4262
20210630,S02001473,Lochee,S12000042,Dundee City,43,5584
20210630,S02001474,Ardler and St Marys,S12000042,Dundee City,47,6075
20210630,S02001475,Western Edge,S12000042,Dundee City,54,4267
20210630,S02001476,Doon Valley South,S12000008,East Ayrshire,3,3170
20210630,S02001477,Doon Valley North,S12000008,East Ayrshire,11,4154
20210630,S02001478,Mauchline Rural,S12000008,East Ayrshire,27,4967
20210630,S02001479,Drongan,S12000008,East Ayrshire,9,3061
20210630,S02001480,Mauchline,S12000008,East Ayrshire,14,3921
20210630,S02001481,Cumnock Rural,S12000008,East Ayrshire,12,4664
20210630,S02001482,New Cumnock,S12000008,East Ayrshire,5,2652
20210630,S02001483,Cumnock South and Craigens,S12000008,East Ayrshire,24,4777
20210630,S02001484,Cumnock North,S12000008,East Ayrshire,15,3834
20210630,S02001485,Auchinleck,S12000008,East Ayrshire,11,3639
20210630,S02001486,Northern and Irvine Valley Rural,S12000008,East Ayrshire,14,6204
20210630,S02001487,Stewarton East,S12000008,East Ayrshire,16,4114
20210630,S02001488,Stewarton West,S12000008,East Ayrshire,17,2467
20210630,S02001489,Darvel,S12000008,East Ayrshire,19,3837
20210630,S02001490,Newmilns,S12000008,East Ayrshire,10,2759
20210630,S02001491,Galston,S12000008,East Ayrshire,31,4750
20210630,S02001492,Earlston and Hurlford Rural,S12000008,East Ayrshire,19,5630
20210630,S02001493,Shortlees,S12000008,East Ayrshire,20,4396
20210630,S02001494,Bellfield and Kirkstyle,S12000008,East Ayrshire,18,4238
20210630,S02001495,Kilmarnock South Central and Caprington,S12000008,East Ayrshire,8,2802
20210630,S02001496,Piersland,S12000008,East Ayrshire,21,3207
20210630,S02001497,New Farm Loch South,S12000008,East Ayrshire,7,2792
20210630,S02001498,Dean and New Farm Loch North,S12000008,East Ayrshire,35,3664
20210630,S02001499,Southcraig and Beansburn,S12000008,East Ayrshire,41,5826
20210630,S02001500,Altonhill North and Onthank,S12000008,East Ayrshire,48,4566
20210630,S02001501,"Altonhill South, Longpark and Hillhead",S12000008,East Ayrshire,28,4759
20210630,S02001502,Bonnyton and Town Centre,S12000008,East Ayrshire,19,3853
20210630,S02001503,"Grange, Howard and Gargieston",S12000008,East Ayrshire,19,6029
20210630,S02001504,"Crosshouse, Gatehead and Kilmaurs Rural",S12000008,East Ayrshire,19,4621
20210630,S02001505,Kilmaurs,S12000008,East Ayrshire,13,2657
20210630,S02001506,West Clober and Mains Estate,S12000045,East Dunbartonshire,13,2748
20210630,S02001507,East Clober and Mains Estate,S12000045,East Dunbartonshire,17,3422
20210630,S02001508,Barloch,S12000045,East Dunbartonshire,22,3283
20210630,S02001509,Keystone and Dougalston,S12000045,East Dunbartonshire,26,4079
20210630,S02001510,Kilmardinny East,S12000045,East Dunbartonshire,16,3187
20210630,S02001511,Kilmardinny West,S12000045,East Dunbartonshire,31,3786
20210630,S02001512,North Castlehill and Thorn,S12000045,East Dunbartonshire,33,4415
20210630,S02001513,South Castlehill and Thorn,S12000045,East Dunbartonshire,18,4168
20210630,S02001514,Westerton West,S12000045,East Dunbartonshire,22,2822
20210630,S02001515,Westerton East,S12000045,East Dunbartonshire,11,3673
20210630,S02001516,Kessington West,S12000045,East Dunbartonshire,14,3242
20210630,S02001517,Kessington East,S12000045,East Dunbartonshire,8,2904
20210630,S02001518,Torrance and Balmore,S12000045,East Dunbartonshire,19,2805
20210630,S02001519,Bishopbriggs North and Kenmure,S12000045,East Dunbartonshire,32,5089
20210630,S02001520,Bishopbriggs West and Cadder,S12000045,East Dunbartonshire,72,6505
20210630,S02001521,Auchinairn,S12000045,East Dunbartonshire,32,5686
20210630,S02001522,Woodhill East,S12000045,East Dunbartonshire,19,2454
20210630,S02001523,Woodhill West,S12000045,East Dunbartonshire,19,4141
20210630,S02001524,Lenzie North,S12000045,East Dunbartonshire,14,5109
20210630,S02001525,Lenzie South,S12000045,East Dunbartonshire,6,3321
20210630,S02001526,Kirkintilloch South,S12000045,East Dunbartonshire,7,3397
20210630,S02001527,Kirkintilloch West,S12000045,East Dunbartonshire,15,4137
20210630,S02001528,Hillhead,S12000045,East Dunbartonshire,18,4164
20210630,S02001529,Rosebank and Waterside,S12000045,East Dunbartonshire,11,5422
20210630,S02001530,Twechar and Harestanes East,S12000045,East Dunbartonshire,7,2842
20210630,S02001531,Harestanes,S12000045,East Dunbartonshire,11,3146
20210630,S02001532,Milton of Campsie,S12000045,East Dunbartonshire,11,4011
20210630,S02001533,Lennoxtown,S12000045,East Dunbartonshire,20,4682
20210630,S02001534,Wallyford/Whitecraig (IZ01),S12000010,East Lothian,69,6902
20210630,S02001535,Musselburgh South (IZ02),S12000010,East Lothian,39,4594
20210630,S02001536,Musselburgh West (IZ03),S12000010,East Lothian,17,2947
20210630,S02001537,Musselburgh North (IZ04),S12000010,East Lothian,39,4865
20210630,S02001538,Musselburgh East (IZ05),S12000010,East Lothian,52,4789
20210630,S02001539,Pinkie Braes (IZ06),S12000010,East Lothian,17,2360
20210630,S02001540,Prestonpans West (IZ07),S12000010,East Lothian,40,5666
20210630,S02001541,Prestonpans East (IZ08),S12000010,East Lothian,31,4284
20210630,S02001542,Cockenzie (IZ09),S12000010,East Lothian,60,5694
20210630,S02001543,Tranent North (IZ10),S12000010,East Lothian,53,6827
20210630,S02001544,Tranent South (IZ11),S12000010,East Lothian,38,6023
20210630,S02001545,Ormiston (IZ12),S12000010,East Lothian,19,2968
20210630,S02001546,Longniddry & Aberlady (IZ13),S12000010,East Lothian,21,5716
20210630,S02001547,Haddington Rural (IZ14),S12000010,East Lothian,21,6341
20210630,S02001548,Haddington North (IZ15),S12000010,East Lothian,17,4404
20210630,S02001549,Haddington South (IZ16),S12000010,East Lothian,17,4777
20210630,S02001550,Gullane & Drem (IZ17),S12000010,East Lothian,16,4406
20210630,S02001551,North Berwick North (IZ18),S12000010,East Lothian,7,3235
20210630,S02001552,North Berwick South (IZ19),S12000010,East Lothian,25,4694
20210630,S02001553,East Linton & Rural (IZ20),S12000010,East Lothian,19,5462
20210630,S02001554,Dunbar West (IZ21),S12000010,East Lothian,23,5475
20210630,S02001555,Dunbar East (IZ22),S12000010,East Lothian,20,4661
20210630,S02001556,Neilston and Uplawmoor,S12000011,East Renfrewshire,28,6282
20210630,S02001557,Cross Stobbs,S12000011,East Renfrewshire,18,3525
20210630,S02001558,"Dunterlie, East Arthurlie and Dovecothall",S12000011,East Renfrewshire,30,6157
20210630,S02001559,Arthurlie and Gateside,S12000011,East Renfrewshire,10,4076
20210630,S02001560,Auchenback,S12000011,East Renfrewshire,13,4162
20210630,S02001561,Crookfur and Fruin,S12000011,East Renfrewshire,38,8574
20210630,S02001562,"Mearns Village, Westacres and Greenfarm",S12000011,East Renfrewshire,24,6126
20210630,S02001563,Whitecraigs and Broom,S12000011,East Renfrewshire,19,3901
20210630,S02001564,Mearnskirk and South Kirkhill,S12000011,East Renfrewshire,41,6420
20210630,S02001565,Eaglesham and Waterfoot,S12000011,East Renfrewshire,10,5059
20210630,S02001566,North Kirkhill,S12000011,East Renfrewshire,14,3520
20210630,S02001567,Busby,S12000011,East Renfrewshire,30,3725
20210630,S02001568,Clarkston and Sheddens,S12000011,East Renfrewshire,49,6237
20210630,S02001569,Williamwood,S12000011,East Renfrewshire,29,3230
20210630,S02001570,Stamperland,S12000011,East Renfrewshire,26,3693
20210630,S02001571,Netherlee,S12000011,East Renfrewshire,16,4692
20210630,S02001572,Merrylee and Braidbar,S12000011,East Renfrewshire,15,4870
20210630,S02001573,Lower Whitecraigs and South Giffnock,S12000011,East Renfrewshire,17,3394
20210630,S02001574,North Giffnock and North Thornliebank,S12000011,East Renfrewshire,11,3777
20210630,S02001575,South Thornliebank and Woodfarm,S12000011,East Renfrewshire,18,4110
20210630,S02001576,Balerno and Bonnington Village,S12000036,City of Edinburgh,43,5908
20210630,S02001577,Currie West,S12000036,City of Edinburgh,34,6164
20210630,S02001578,Currie East,S12000036,City of Edinburgh,14,3532
20210630,S02001579,Baberton and Juniper Green,S12000036,City of Edinburgh,16,4332
20210630,S02001580,Bonaly and The Pentlands,S12000036,City of Edinburgh,38,4748
20210630,S02001581,Colinton and Kingsknowe,S12000036,City of Edinburgh,25,4666
20210630,S02001582,Clovenstone and Wester Hailes,S12000036,City of Edinburgh,34,3695
20210630,S02001583,The Calders,S12000036,City of Edinburgh,25,4685
20210630,S02001584,Murrayburn and Wester Hailes North,S12000036,City of Edinburgh,21,3836
20210630,S02001585,Parkhead and Sighthill,S12000036,City of Edinburgh,24,3167
20210630,S02001586,Broomhouse and Bankhead,S12000036,City of Edinburgh,32,3826
20210630,S02001587,Stenhouse and Saughton Mains,S12000036,City of Edinburgh,59,5947
20210630,S02001588,Longstone and Saughton,S12000036,City of Edinburgh,43,4678
20210630,S02001589,Slateford and Chesser,S12000036,City of Edinburgh,38,5209
20210630,S02001590,Gorgie West,S12000036,City of Edinburgh,29,5671
20210630,S02001591,Gorgie East,S12000036,City of Edinburgh,22,4000
20210630,S02001592,Shandon,S12000036,City of Edinburgh,25,5452
20210630,S02001593,Craiglockhart,S12000036,City of Edinburgh,38,5141
20210630,S02001594,Morningside and Craighouse,S12000036,City of Edinburgh,24,4834
20210630,S02001595,Greenbank and The Braids,S12000036,City of Edinburgh,35,4363
20210630,S02001596,Colinton Mains and Firrhill,S12000036,City of Edinburgh,24,4006
20210630,S02001597,Oxgangs,S12000036,City of Edinburgh,19,2659
20210630,S02001598,Comiston and Swanston,S12000036,City of Edinburgh,48,5098
20210630,S02001599,Fairmilehead,S12000036,City of Edinburgh,33,5743
20210630,S02001600,Gilmerton South and the Murrays,S12000036,City of Edinburgh,41,3707
20210630,S02001601,Mortonhall and Anwickhill,S12000036,City of Edinburgh,21,2484
20210630,S02001602,"Gracemount, Southhouse and Burdiehouse",S12000036,City of Edinburgh,35,5941
20210630,S02001603,Hyvots and Gilmerton,S12000036,City of Edinburgh,34,3868
20210630,S02001604,Fernieside and Moredun South,S12000036,City of Edinburgh,41,4264
20210630,S02001605,Moredun and Craigour,S12000036,City of Edinburgh,12,3322
20210630,S02001606,Liberton East,S12000036,City of Edinburgh,21,3173
20210630,S02001607,Liberton West and Braid Hills,S12000036,City of Edinburgh,17,3646
20210630,S02001608,The Inch,S12000036,City of Edinburgh,32,5075
20210630,S02001609,"Blackford, West Mains and Mayfield Road",S12000036,City of Edinburgh,24,7083
20210630,S02001610,Prestonfield,S12000036,City of Edinburgh,14,3321
20210630,S02001611,Newington and Dalkeith Road,S12000036,City of Edinburgh,26,6519
20210630,S02001612,The Grange,S12000036,City of Edinburgh,18,5939
20210630,S02001613,Marchmont East and Sciennes,S12000036,City of Edinburgh,23,4844
20210630,S02001614,Marchmont West,S12000036,City of Edinburgh,33,4625
20210630,S02001615,Morningside,S12000036,City of Edinburgh,24,6001
20210630,S02001616,Merchiston and Greenhill,S12000036,City of Edinburgh,23,5205
20210630,S02001617,Bruntsfield,S12000036,City of Edinburgh,28,5993
